"","denovo54","denovo34","denovo619","denovo612","denovo428","denovo424","denovo997","denovo71","denovo76","denovo672","denovo1254","denovo444","denovo1233","denovo1089","denovo388","denovo464","denovo468","denovo109","denovo108","denovo107","denovo102","denovo1079","denovo92","denovo93","denovo90","denovo91","denovo96","denovo97","denovo98","denovo99","denovo180","denovo6","denovo7","denovo343","denovo344","denovo163","denovo168","denovo1100","denovo577","denovo1443","denovo104","denovo142","denovo147","denovo146","denovo1124","denovo551","denovo556","denovo976","denovo895","denovo897","denovo961","denovo379","denovo810","denovo536","denovo534","denovo532","denovo539","denovo150","denovo2","denovo1358","denovo320","denovo186","denovo121","denovo125","denovo691","denovo547","denovo516","denovo517","denovo73","denovo74","denovo703","denovo705","denovo859","denovo287","denovo357","denovo299","denovo1466","denovo1398","denovo1399","denovo727","denovo877","denovo874","denovo308","denovo1077","denovo263","denovo1663","denovo815","denovo1253","denovo1252","denovo443","denovo244","denovo245","denovo62","denovo69","denovo63","denovo61","denovo60","denovo67","denovo764","denovo837","denovo1025","denovo1651","denovo227","denovo580","denovo596","denovo599","denovo40","denovo42","denovo45","denovo44","denovo49","denovo48","denovo787","denovo789","denovo788","denovo831","denovo201","denovo209","denovo1083","denovo27","denovo26","denovo25","denovo24","denovo23","denovo22","denovo21","denovo20","denovo29","denovo46","denovo1780","denovo956","denovo1568","denovo628","denovo626","denovo627","denovo624","denovo58","denovo59","denovo1224","denovo124","denovo601","denovo602","denovo1355","denovo770","denovo660","denovo1262","denovo471","denovo1621","denovo1626","denovo1092","denovo396","denovo392","denovo398","denovo139","denovo640","denovo135","denovo41","denovo43","denovo1287","denovo1006","denovo132","denovo130","denovo1207","denovo114","denovo115","denovo116","denovo84","denovo87","denovo86","denovo81","denovo89","denovo1115","denovo563","denovo562","denovo565","denovo566","denovo908","denovo4","denovo191","denovo351","denovo681","denovo172","denovo170","denovo546","denovo966","denovo1632","denovo1306","denovo152","denovo37","denovo30","denovo31","denovo32","denovo33","denovo182","denovo1157","denovo529","denovo1817","denovo315","denovo330","denovo333","denovo338","denovo192","denovo193","denovo295","denovo939","denovo1414","denovo184","denovo1066","denovo489","denovo482","denovo480","denovo1","denovo3","denovo5","denovo8","denovo9","denovo413","denovo417","denovo17","denovo255","denovo251","denovo15","denovo238","denovo79","denovo70","denovo75","denovo753","denovo88","denovo1119","denovo235","denovo232","denovo582","denovo586","denovo584","denovo588","denovo16","denovo56","denovo57","denovo53","denovo50","denovo51","denovo19","denovo13","denovo11","denovo14","denovo1336","denovo777","denovo824","denovo826","denovo820","denovo823","denovo1562","denovo160","denovo1008","denovo1009","denovo1553","denovo213","denovo216","denovo219","denovo512","denovo223","denovo1633","denovo35","denovo36","denovo38","denovo794","denovo1214","denovo904","denovo187","denovo1575","denovo1394","denovo630","denovo18","denovo10","denovo1117","denovo1212","denovo406","denovo1104"
"DA01024",56,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,10,0,0,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,94,1,0,0,0,0,0,0,0,0,46,25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,0,0,1,0,0,17,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,303,1,5,0,0,0,0,0,0,0,0,0,0,45,36,15,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,12,1,1818,1,261,4,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,454,0,0,0,3,25,0,10,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,42,0,0,0,0,0
"DA01213",0,0,4,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,2,0,0
"DA01211",2,29,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,69,0,0,0,0,0,5,8,0,0,9,0,4,0,379,45,6,0,0,0,0,0,0,37,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,11,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,4,0,0,0,0,0,0,0,3,0,0,0,13,13,44,0,0,0,0,0,0,0,0,51,0,233,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,2,1,0,151,0,7,30,0,8,12,0,0,0,0,0,0,0,49,0,0,0,0,0,1,0,0,0,0,7,1,5,0,17,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,679,1,108,121,2,0,0,0,0,0,494,0,0,2,0,1,9,0,0,5,0,0,1,0,17,8,0,8,3,7,0,68,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
"DA00943",386,2,2,2,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1807,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,36,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,989,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,956,0,0,0,0,0,0,0,0,157,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0,12,0,0,8,0,0,0,1,0,0,1,0,0,1,0,0,0,17,0
"DA00861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,5,0,17,0,0,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,3,0,52,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,18,3,0,0,0,0,0,3595,0,1,0,0,0,0,0,0,0,0,0,3,0,8,0,0,10,0,17,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,0,0,0,0
"DA00898",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,41,0,0,0,0,0,0,21,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3214,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DA01370",13,216,0,0,0,1,0,134,0,0,0,0,0,0,0,0,0,86,0,23,2,0,0,0,2,0,3,15,7,0,2,217,2,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,183,9,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,293,0,0,0,0,0,146,0,0,46,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,125,76,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,17,6,0,1,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,332,33,0,0,4,0,0,0,0,0,0,0,0,1,0,52,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DA01128",0,71,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,49,17,0,0,42,2,0,1,0,56,33,0,708,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,6,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,7,0,0,0,0,367,7,32,0,0,0,0,0,2,0,1,20,0,0,2,29,21,0,0,0,0,0,0,0,0,14,0,0,3,1190,6,0,0,0,0,0,0,0,0,0,0,459,0,0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,12,5,2,0,0,25,29,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,8,0,116,0,451,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,61,0,18,27,157,4,0,4,0,0,0,0,0,8,11,0,4,0,3,6,0,0,0,0,20,4,0,0,0,8,0,18,11,1,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,1,80,32,0,0,0,0,0,0,0,0,33,0,0,0,0
"DA01291",0,188,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,4,0,0,0,0,0,289,0,51,0,0,0,54,0,289,2,0,0,21,0,0,0,0,129,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,10,1206,2,0,0,0,1,0,1,0,0,0,0,1,4,1,0,5,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,2,0,0,4,0,17,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,111,0,15,14,0,0,0,0,0,0,2,1,2,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,23,0,47,0,0,1,1,0,1,0,0,9,0,0,6,0,0,1,1,0,0,1089,15,0,3,0,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,14,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,19,0,1,1,0,0,0,1,0,1085,2,0,0,1
"DA00927",3,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,2,1,0,5,0,1761,7,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,30,0,4,0,0,0,0,1,142,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,3,3,835,0,1,0,0,0,0,0,1,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,2,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,514,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,1,4,19,0,0,0,0,0,0,0,0,992,0,0,0,0
"DA00889",0,0,0,2,0,6,2,0,0,0,1,0,2,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2869,1,0,0,0,0,2,0,0,0,0,0,3,1,3,0,0,53,1,2,0,2,0,0,0,0,0,0,8,0,1,0,0,30,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,2,0,0,0,4,1,1,3,0,0,0,0,0,10,299,0,0,202,1,1,0,1,0,0,2,2,7,0,0,0,1,0,0,5,4,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,5,0,77,0,0,0,1,0,0,0,28,3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,24,1,0,3,1696,53,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,4,3,0,4,2,0,0,0,0,0,0,0,0,0,1,7,1,2,0,0,0,0,1,2,0,0,0,0,0,0,1,5,0,0,1,2,3,0,1,2,0,1,0,0,2,16,2
"DA01089",14,640,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,127,0,0,26,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,141,0,0,0,1,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,63,31,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,1,59,0,0,0,0,2,0,0,0,78,0,4,0,3,1,0,0,0,0,0,0,0,0,3012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DA01227",44,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,2,0,2,0,0,0,0,0,2091,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,0,2,6,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,1,0,0,0,0,0,0,283,21,0,0,0,138,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,340,0,0,0,0,0,0,0,0,1,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,1,1,6,1,0,83,0,0,0,0,1,0,0,0,0,0,0,0,260,2,0,0,0,0,0,2,0,1,0,0,1081,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2
"DA01270",1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,76,0,9,1,1,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,12,1129,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8,0,0,2,9,0,4,0,1,1346,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,64,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,25,0,3,0,2,0,0,0,1,2,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,0,2,1,0,0,0,0,0,0,127,0,0,0,118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"DA01259",0,6,0,0,0,0,0,0,26,0,0,0,0,1,2,0,0,7,0,4,1,0,0,3,2,0,0,104,2,2,18,668,380,0,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,49,0,0,0,0,4,0,0,1,1,202,7,0,0,0,5,4,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,290,6,9,0,0,0,0,0,1,2,0,1,763,6,3,5,4,11,0,0,0,0,1,0,0,0,5,0,0,1,125,0,12,0,0,0,0,1,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,10,1,0,0,3,0,0,2,0,3,2,0,0,472,2,0,0,0,0,1,0,307,2,0,0,2,0,1,0,0,0,0,0,0,0,75,7,0,0,0,0,4,0,0,0,12,25,0,0,0,4,0,0,0,0,433,38,172,291,152,3,0,33,0,2,0,2,0,0,16,0,0,0,0,0,0,0,0,1,0,2,0,0,23,0,1482,39,33,0,0,0,1,0,0,0,2,5,0,0,0,2,0,4,1,3,0,43,0,3,0,1,0,4,0,0,0,29,507,0,0,0,0
"DA01255",0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,3,0,192,24,0,91,0,0,0,189,0,0,0,0,40,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,1,0,14,0,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,1,0,0,0,0,1,0,0,0,11,0,0,5,2,10,0,0,0,0,0,0,1,0,0,130,76,0,42,11,103,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,4,16,0,56,0,81,0,0,0,0,1,0,0,0,8,0,3,0,0,0,0,0,0,0,28,1,200,0,0,5,0,1,7,0,2123,0,0,205,21,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,316,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DA01380",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,16,2,4,0,0,18,20,0,1,151,982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,6,1,0,0,0,0,11,8,0,0,0,0,0,2,0,0,0,1,68,0,3,0,13,0,1,0,0,4,0,0,0,16,0,0,43,6,29,0,1,0,0,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,29,7,0,0,0,0,0,0,4,0,0,0,0,7,0,0,2,0,0,0,0,422,0,1,0,0,0,0,0,0,0,0,0,0,1,33,17,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,393,0,227,458,527,1,2,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,8,2,33,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,9,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0
"DA01203",3,3,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,2,0,1,2,0,2,12,0,0,0,38,2,3,3,82,9,0,0,0,0,0,0,0,0,248,3,0,0,6,1,0,0,0,0,0,0,2,0,0,0,2,661,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,17,1,6,0,0,1,0,0,0,0,0,0,2,5,0,0,0,5,1,0,0,0,0,0,1,2,0,4,0,1,22,3,84,0,13,0,0,0,2,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,3,0,0,0,2,0,1,89,1,0,1,0,0,0,0,0,0,38,0,0,2,0,0,1,0,0,0,0,24,0,52,78,79,0,0,0,0,1,0,1,0,0,4,40,0,0,0,1,0,1,0,88,35,636,11,10,0,4,0,0,0,321,0,1,6,12,0,9,0,0,3,3,0,1,0,41,30,0,0,5,1,16,12,362,22,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,0,0,0,2,0,0,1,0,25,3,0,0,0,0
"DA01381",0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,6,18,8,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13,0,0,0,0,0,2,0,0,0,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,61,26,0,0,0,0,0,8,0,0,0,0,0,0,74,0,17,0,0,0,0,0,0,0,0,0,0,56,57,0,0,0,0,0,12,0,7,0,0,0,6,2,0,0,0,0,0,0,74,0,0,0,0,2,0,0,1,0,0,0,0,87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"DA01026",18,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,42,0,0,0,0,0,0,5,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,6,0,0,1,0,0,0,322,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5,0,66,0,0,0,0,0,0,0,0,0,14,0,0,1445,17,46,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,1,2,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,319,165,0,0,0,2,0,0,0,0,0,74,6,0,0,0,0,0,0,0,4,1623,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,1,24,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"DA01129",6,0,1,5,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,721,0,0,0,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,194,0,0,0,0,0,0,821,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,1,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1569,32,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,5,1019,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,1,180,0,22,0,0,0,0,0,3,2,1,10,2,1,0,0,1,0,2,0,0,0,0,0,0,0,1,5,0,0,1,1,0,0,1,0,0,0,2,1,0,2,0
"DA01157",0,20,0,0,0,0,0,9,23,0,0,1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,2,0,0,0,681,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,9,0,5,1,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,0,0,16,0,0,0,0,0,0,0,1,2,0,0,3,1,10,0,0,0,0,5,0,0,0,0,0,0,15,66,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,1,25,0,196,0,42,0,0,0,0,0,1,0,0,365,2,6,0,3,0,0,0,0,0,0,0,47,3,0,4,0,0,0,0,14,0,0,0,0,3,0,0,0,5,0,0,0,0,651,0,205,515,23,5,0,17,0,7,0,3,1,0,0,0,400,0,0,121,0,0,0,0,0,0,0,0,0,1,6,355,2,715,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,2,0,0,64,45,0,1,0,0,0,0,0,29,155,0,0,0,0
