"","Methanobrevibacter_smithii","Rothia_mucilaginosa","Bifidobacterium_adolescentis","Bifidobacterium_animalis","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_catenulatum","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Adlercreutzia_equolifaciens","Collinsella_aerofaciens","Eggerthella_lenta","Eggerthella_unclassified","Gordonibacter_pamelaeae","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_faecis","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_massiliensis","Bacteroides_ovatus","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Bacteroidales_bacterium_ph8","Barnesiella_intestinihominis","Odoribacter_splanchnicus","Parabacteroides_distasonis","Parabacteroides_merdae","Parabacteroides_unclassified","Paraprevotella_clara","Paraprevotella_unclassified","Prevotella_copri","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_onderdonkii","Alistipes_putredinis","Alistipes_senegalensis","Alistipes_shahii","Alistipes_unclassified","Enterococcus_faecalis","Enterococcus_faecium","Lactobacillus_casei_paracasei","Lactobacillus_fermentum","Lactobacillus_gasseri","Lactobacillus_rhamnosus","Pediococcus_acidilactici","Lactococcus_lactis","Streptococcus_australis","Streptococcus_mutans","Streptococcus_parasanguinis","Streptococcus_salivarius","Streptococcus_sanguinis","Streptococcus_thermophilus","Streptococcus_vestibularis","Butyricicoccus_pullicaecorum","Clostridiaceae_bacterium_JC118","Clostridium_asparagiforme","Clostridium_bolteae","Clostridium_clostridioforme","Clostridium_hathewayi","Clostridium_leptum","Clostridium_nexile","Clostridium_scindens","Clostridium_symbiosum","Clostridiales_bacterium_1_7_47FAA","Flavonifractor_plautii","Eubacterium_eligens","Eubacterium_hallii","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_siraeum","Eubacterium_sp_3_1_31","Eubacterium_ventriosum","Anaerostipes_caccae","Anaerostipes_hadrus","Anaerostipes_unclassified","Blautia_hansenii","Blautia_hydrogenotrophica","Blautia_producta","Ruminococcus_gnavus","Ruminococcus_obeum","Ruminococcus_torques","Coprococcus_catus","Coprococcus_comes","Dorea_formicigenerans","Dorea_longicatena","Dorea_unclassified","Lachnospiraceae_bacterium_1_1_57FAA","Lachnospiraceae_bacterium_1_4_56FAA","Lachnospiraceae_bacterium_2_1_58FAA","Lachnospiraceae_bacterium_3_1_46FAA","Lachnospiraceae_bacterium_3_1_57FAA_CT1","Lachnospiraceae_bacterium_4_1_37FAA","Lachnospiraceae_bacterium_5_1_57FAA","Lachnospiraceae_bacterium_5_1_63FAA","Lachnospiraceae_bacterium_6_1_63FAA","Lachnospiraceae_bacterium_7_1_58FAA","Lachnospiraceae_bacterium_8_1_57FAA","Lachnospiraceae_bacterium_9_1_43BFAA","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Roseburia_unclassified","Oscillibacter_unclassified","Clostridium_bartlettii","Peptostreptococcaceae_noname_unclassified","Anaerotruncus_colihominis","Anaerotruncus_unclassified","Faecalibacterium_prausnitzii","Ruminococcaceae_bacterium_D16","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_lactaris","Ruminococcus_sp_5_1_39BFAA","Subdoligranulum_sp_4_3_54A2FAA","Subdoligranulum_unclassified","Coprobacillus_unclassified","Clostridium_ramosum","Erysipelotrichaceae_bacterium_21_3","Erysipelotrichaceae_bacterium_2_2_44A","Erysipelotrichaceae_bacterium_3_1_53","Erysipelotrichaceae_bacterium_5_2_54FAA","Erysipelotrichaceae_bacterium_6_1_45","Eubacterium_biforme","Eubacterium_dolichum","Holdemania_filiformis","Holdemania_unclassified","Turicibacter_unclassified","Acidaminococcus_unclassified","Dialister_invisus","Megasphaera_micronuciformis","Megasphaera_unclassified","Veillonella_atypica","Veillonella_dispar","Veillonella_parvula","Veillonella_unclassified","Burkholderiales_bacterium_1_1_47","Parasutterella_excrementihominis","Sutterella_wadsworthensis","Bilophila_unclassified","Bilophila_wadsworthia","Escherichia_coli","Escherichia_unclassified","Klebsiella_pneumoniae","Klebsiella_unclassified","Haemophilus_parainfluenzae","Akkermansia_muciniphila"
"Validation|LLDeep_0011",0,0,0.112162,0,0.0035095,0,0.0160828,0,0.0980579,0,0.0017112,0.0344349,0.0001107,0,0.000255,0.118385,0.0026109,0.0006995,0.0109107,0.000592,0,1.47e-05,0.0212837,0.0016618,3.04e-05,0,0.0089199,0.0111072,0.0001348,0.0091098,0.0263564,0.0023829,0.0235768,0.0098675,0,0.0010062,0.0039579,0,0.0070801,0.0020824,0.0127543,0.0269414,0,0.0067701,0,0,0,0,0,0,0,0,0,0,0.0002321,0.0036533,0.0215966,0,7.53e-05,0.0008468,0,0,0,0,0,5.86e-05,0.0006058,0,0,0,0,1.29e-05,0.0036039,0.0262121,0.0014722,0.0001932,0,0,0.0029296,0,0.0077114,0,0,0,0,0,0.0176634,0.005576,0.003812,0.0102135,0.0063409,0.0037379,0,0.0017422,0,0,0.00077,0,0,0,0.0006707,0,0.0001996,0.0064921,0,0.0018316,0,0.0021002,0.0070965,0.0114976,0.0037007,0,0,0,0.0526223,3.4e-05,0,0.0011998,4.3e-06,0.0243438,0,0.027929,7.97e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055986,0.0030243,0,0.0012153,0,0,0,0,0.124137
"Validation|LLDeep_0012",6.3e-05,0,0.0941382,0,0,0,0,0,0.0235212,0.009269,0.0003828,0.0454582,0,0.0001042,0,0.0004502,0.0001747,0.0004345,0.0023453,0.0007227,0,0,0.0025687,1.92e-05,0.0025233,4.43e-05,0.0172092,0.0080369,5.78e-05,0.0005806,0.0009842,0,0.0001471,0.0012294,0,0.0002029,0.0005838,0,0,0.000101,0.0001505,0.0066729,0,0.0022092,0,0,0,0,0,0,0,0,0,0,0,0.0023638,0.0052837,0,1.11e-05,0,0,0,0,5e-05,0,0,0.0005585,0,0,0,0,3.75e-05,0.0004327,0.0275022,0.003268,0.104451,0,0,0.0063123,0,0.0109619,0,0,0.0008456,0,0.0003133,0.0353763,0.0183968,0,0.0133195,0.0079877,0.0053122,0,0,0.0001977,7.6e-06,0.0004455,0,0,2.83e-05,0.001181,0,1.46e-05,0,0,0.0043864,0.0017987,0.0112707,0,0.0043991,0,0.0005192,0,0,0.0924781,0,4.05e-05,0.0219789,0,0.135148,0,0.15524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613965,0,0,0,0,0,0,0,0,0,0.0004764,0,0.0003258,0.0001006,0,0,0,0.0164662
"Validation|LLDeep_0015",0,0,0.139166,0,0.0209342,0,0,0,0.009896,0,0.0034748,0.0433859,1.08e-05,0.0002747,0.0001593,0.005186,0.0031707,0,0,0,0,0.0023551,0,0,0,0.0033453,0.0090473,0.011545,0.000918,0.0036954,0.0027753,0,0.0004225,0,0.0030783,0,0,0,0,0,0.0008476,0.0155993,0,0.0028409,0,0,0,0,0,0,0,0,0,0,0,0,0.00206,0,0.0029162,0,0,0,0,0,0,0,0.0006399,0,0,0,0,0,0,0.0056683,0.0098866,0.0372845,0.0012605,0,0.0001763,0,0.0015174,0,0,0,0,0,0.0187965,0.0145664,0.0075874,0.0172119,0.0107975,0.0377917,0,0,0,0,0.0023361,0,0,0,0.0018604,0,0.0002129,0,0,0.0001807,0.0016965,0.0044632,0.0018064,0.0020591,0.0027688,0.0010081,0,0,0.0867251,0.0002209,0.0813452,0.0071103,0,0.0567036,0,0.274826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008565,0.0035447,0,0.0006104,0.0012177,0,0,0,0
"Validation|LLDeep_0018",0.0062127,0,0.0205069,0.025793,3.87e-05,0,0,0,0.0004434,0,0,0.0452473,8e-06,0,8.54e-05,0.0001549,0.000114,0.003908,0.000843,0,0,0,0.0076622,0.0008411,0.0001042,0.0007254,0.0148254,0.0017482,0,0.0060723,0.0113538,0.0015721,0,0.0016703,0.0004591,0.0001724,0.0006093,0.004225,0.0027231,0.0070859,0.0419045,0.0470124,0,0.0027768,0,0,0,0,0,0,0,0,0,0,0,0.0010561,0.0085923,0,0.0191264,0.0001822,0,0,0,0,0,0,0.0004243,0,0,0,0,0,0.012874,0.0411278,0.0114848,0.0010831,0.000291,0,0.0068958,0,0.0012952,0,0,0,0,0,0.0170126,0.0301618,0.0073125,0.0334936,0.020718,0.00862,0,0,0,0,0.0005992,0,0,0,0.001268,0,0.0001152,0,0,0.0024613,0.0002164,0.0028209,0.0001605,0.0065894,0.0001896,0.0005842,0,0,0.0467649,0,0.0399987,6.01e-05,0,0.0724897,0,0.0484668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046149,0,0.0008296,0.0003394,0,0,0,0.233289
"Validation|LLDeep_0021",0.0621713,0,0.0538125,0,0.0082548,0,0,0,0.0038289,0,0.0022923,0.0153541,0.0002258,0.0005434,0.0002794,0.0726537,7e-05,0,0,0.0111786,0,0.0241426,0,0.0005605,0.0049206,0.0012204,0.0017016,0.0059772,0.0006663,0.0013251,0.002137,0.0045133,0.0065388,0,0,0,0,0.0005331,0.0004449,0,0.0007938,0.0691539,0,0.0030457,0,0,0,0,0,0,0,0,0,0,0,0.000335,0.0023779,0,0.0023507,4.99e-05,0,0,0,3.73e-05,0,0.0001675,0.0012533,0,0,0,0.0007137,0.0007779,0.0275114,0.0110959,0.0002254,0.0036067,0.0161887,0,0.0086736,0,0.0047261,0,0,0,0,0,0.0109907,0.0811151,0.0101095,0.0098236,0.0021716,0.0058477,0,0.00608,0,0,0.001261,0,0,0,0.001699,0,0.0004024,0,0,0.0009228,1.87e-05,0,0.0007378,0.0018841,0.0001417,0.005836,0,0,0.0214026,9e-05,0.0006649,0.0008536,0.0026118,0.0680455,0,0.165748,0,0,0,0,0,0,0,0.0005598,0,0,0,0,0,0.0002781,0,0,0,0,0,0,0,0,0.0002666,0.0001608,0,0.0016729,0.0008334,0,0,0,0.057164
"Validation|LLDeep_0022",0,0,0.0938725,0,0.0089607,0,0,0,0.017043,0,0.0032412,0.0262804,0,2.46e-05,3.78e-05,0,0,0.0007086,0.0111516,0.0073399,0,0.0012113,0.0066406,0.0036423,0.0099368,0.0001288,0.0114119,0.0100477,0.0006457,0.0072638,0.0129484,0,0.0021403,0,0.0026504,0.0010912,0.0031414,0,0.0012119,0.0012111,0.0003321,0.0174833,0,0.0057789,0,0,0,0,0,0,0,0,0,0,0,2.31e-05,0.0030854,0,0.0016727,0,0,0,0,0,0,0,0.000612,0,0,0,0,0,0.010104,0.0168456,0.0001383,0.0585348,0.0028986,0,0.0023146,0,0.0002125,0,0,0,0,0,0.0230425,0.0079113,0.0038632,0.0191908,0.0082625,0.0096412,0,0.0029371,0,0,0,0,0,0,0.0008531,0,0,0.001963,0,0.0013158,0.0004741,0.0040102,0,0.0012428,0.0020821,0.0209587,0,0,0.0341064,0,0.219482,0.0012847,0.0013019,0.0529269,0,0.0915268,0,0,0,0,0,0,0,0.0005392,0,0,0,0,0,0.0132387,0,0,0,0,0,0,0,0,0.0026972,0.0002066,0,0.0031049,0,0,0,0,0
"Validation|LLDeep_0024",0,0,0.123543,0,0,0,0.001881,0.0016384,0.006473,0,0.0007159,0.0364047,6.93e-05,3.54e-05,0,0.0008574,0,0.0041606,0.0019415,0,0,0,0,0,0,4.97e-05,0.0041701,0.0026623,9e-05,0.001014,0.0020287,0,0.0005503,0.0023629,0,0,0,0.0041034,0.001046,0.0018599,0.0026731,0.0095472,0,0.0016499,0,0,0,0,0,0,0,0,0,0,0.0022447,0.004569,0.0166982,0,0.0059811,0.0006077,0,0,0,0,0,0,0.0003522,0,0,0,0,0,0.0026025,0.0509563,0.0029351,0.000347,0,0,0,0,0.0057401,0,0,9.61e-05,0,0.0001568,0.0240965,0.0284081,0.0101536,0.0180054,0.0170388,0.0255254,0,0.0013655,0.0001094,0,0.0002501,0,0,0,0.0022265,0,0.0001665,0,0,0.0058944,0.0016534,0.0006383,0,0.0014633,0,0.0024281,0,0,0.0539116,0,0.118101,0,0.0203509,0.131576,0,0.0306684,0,0,0,0,0,0,0,0.0643729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42e-05,0,0,6.1e-05,0.0004081,0,0,0,0.0655792
"Validation|LLDeep_0026",0,0,0.000168,0,0,0,0,0,0.0001136,0,0.0044237,0.0819103,0,0.0004296,0.0011669,0,0,0,0,0,0,0,0,0.0006117,0,0,0.0004984,0.000809,0,0,0,0,0,0,0,0,0,0,0.0001326,0,0.0006551,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77e-05,0.0011647,0.006062,0,0.0478824,0.0001168,0,0,0,0,0,0,0.0003094,0,0,0,0,0,0.0002927,0.0226979,0.0179406,0.231416,0,0,0.0041542,0,0.0009702,0,0,0,0,0.0042381,0.0464018,0.0484936,0.0040188,0.0303104,0.0078301,0.0650307,0,0,0,0.0011647,0.0056334,0,0,0,0.0003439,0,0.0001737,0,0,0,0.0037867,0.00053,0,0.0008474,0.0061088,0.006925,0,0,0.0440515,0,0.0692127,0,2.01e-05,0.183207,0,0.0447216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002606,0.0005717,0,0,0,1.85e-05
"Validation|LLDeep_0027",0,0,0,0,0,0,0,0,0.0970997,0,0.002043,0.0164875,5.5e-06,0.0005267,0.0005075,0.0008336,0,0.0005283,0,0,0,0.0007765,0,0.0077382,0,0.003196,0.0158391,0.0124651,0,0.0003912,0.0002294,0,9.01e-05,0,0.0002299,0,0,0,5.24e-05,0.0001758,0.0013336,0.0048481,0,0.0004247,0,0,0,0,0,0,0,0,0,0,0,0.0001164,0.0012422,0,0.0006538,0,0,0,0,0,0,0,8.59e-05,0,0,0,0,0,0.0002261,0.049133,0.007503,0.365297,0.0028905,0,0,0,0.0064517,0,0,0,0,0.0022092,0.0212664,0.0138032,0.0079534,0.0277199,0.0142997,0.0570034,0,0.0073821,0.0001143,0,0.001041,0,0,0,0.0015664,0,4.4e-05,0,0,0.0068468,0,0.0020819,0,0.0019564,0.0004359,0.000954,0,0,0.070372,0,0,0.0001129,0,0.0458388,0,0.0411225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535766,0,0,0,0,0,0,0,0,0,0.0009654,0,0.000552,5.9e-06,0,0,0,0
"Validation|LLDeep_0028",0.0526162,0,0.0983975,0,0,0,0,0,0.0127249,0.0019847,0.0018923,0.0680018,3.67e-05,0.000267,0,0.0176268,0,0.0002247,0,9.2e-06,0,0.0014454,0,0.0016965,0.0071376,0.0025655,0.0059381,0.0039114,9.05e-05,0.0004612,0.0095079,0,0.0014331,0.0046189,0,0,0,0,2.5e-06,0.0003059,0,0.010432,0,0.0008836,0,0,0,0,0,0,0,0,0,0,0,9.77e-05,0.0004028,0,0,0,0,0,0,0,0,0,0.0002623,0.0026319,0,0,0,8.5e-06,0.0006062,0.00419,8.65e-05,0.0317542,0.0106212,0,0.0005076,0,0.000127,0,0,0,0,0.188456,0.0071427,0.0182632,0.0050243,0.010423,0.0064476,0.0151377,0,0.0047598,0,0.0001493,0.0036276,0,0,0,0.0002334,0,2.6e-05,0,0,0.0003754,0.0023015,0.0002166,0.0017787,0.0099174,0.0019827,0,0,0,0.0609551,4.78e-05,0.185564,0,0.0015182,0.0311042,0,0.019427,0.0002009,0.0002435,0,0,0,0,0,0.005276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99e-05,0.0001695,0,0.0379124,0.0042374,0,0,0,0
"Validation|LLDeep_0029",0,0,0,0,0,0,0,0,0.194806,0,0.0062193,0.0300496,0,0.0046695,0.0009212,0,0,0.0198482,0,0,0,0,0,0,0,0.0013903,0,0,0.0013138,0.0013959,0.0027378,0,0.0001375,0,4.83e-05,0,0,0,0,0.00022,0,0,0,0,0.0156256,0,0,0,0,0,0,0,0,0,0,0.0001705,0.0017698,0,0.0009211,0,0,0,0,0,0,0,0.000541,0,0,0,0,0,0.0009891,0.0402682,0.0061348,0.267782,0.0030094,0,0,0,0.000398,0,0,0.0003888,0,0,0.0057441,0.0073146,0,0.0323228,0.0085624,0.0277789,0,0.0013158,0,0,0,0,0,6.56e-05,0.0044959,0,0.0001169,0.0103015,0,0.0036625,0.0029151,0.0025877,0,0.0088607,0.000221,0.0003296,0,0,0.067534,0,0.0001283,0.0016566,0,0.0451194,0,0.010866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002703,0,0,0,0,0,0,0.146157
"Validation|LLDeep_0030",0,0,0.0679968,0,0,0,0,0,0.0033035,0,0.0049912,0.0585815,0,0.0002025,0.0001954,0.0036327,0,0.0002727,0.0003944,0,0,0.0010116,0,0.0008694,0,0.0010624,0.000538,0.0041251,0.0003198,1.22e-05,0.0013927,0,0.0003919,0,0.0009718,0,0,0.0075613,0.0014853,0.0006164,0.0014826,0.0076352,0,0.000322,0,0,0,0,0,0,0,0,0,0,0,0.0024815,0.0146002,0,0.0022673,0.0002382,0,0,0,0,0,0,0.0001518,0,0,0,0,0,0.0021098,0.0502748,0.013965,0.108708,0,0,0.0057346,0,0.0005358,0,0,0,0,0,0.0349007,0.0413915,0.007055,0.0328509,0.0199485,0.073384,0,0,0,0,0.0038552,0,0,8.88e-05,0.0097897,0,6.55e-05,0.0050268,0,0.0029358,0.0120107,0.0013682,0,0.0002953,0.0014078,0.0004279,0,0,0.0660105,0,3.73e-05,0,0.0028568,0.110077,0,0.116881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705857,0,0,0,0,0,0,0,0,0,9.63e-05,0,0,0,0,0,0,0.0002748
"Validation|LLDeep_0033",0.0818701,0,6.34e-05,0.0015026,0,0,0.0537434,0,0.138635,0,0.000248,0.0311893,0.0006016,0.0006736,6.89e-05,0.0362426,0,0.0063996,0,0,0,0,0.0048196,0.0038541,0.0001692,0.0024532,0.0042181,0.0078255,0.0008585,0.0061751,0.0135609,0.0016638,0.0001047,0.0048967,0,0,0,0,0.0002851,0.0014997,0.0017636,0.0138333,0,0.0058747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023697,0,0,0,0,0,0,1.01e-05,0.0016665,0,0,0,0,0.0002617,0,0.0354754,5.62e-05,0.0020806,0.0044977,0,0.0002474,0,0.0006757,0,0,4.77e-05,0,0,0.0025932,0.0258271,0.00857,0.0007104,0.0010998,0.012976,0,0.0051107,0,0,0.0033396,0,0,0,0.0004244,0,0.0017349,0,0,0.0009793,0.0006579,0.0011989,0,0.0132632,0.0027382,0.0018054,0,0,0.0021831,0.0001815,0.0584503,0.000219,0.0007913,0.0062284,0,0.132109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024847,0.0009117,0,0.0157621,0,0,0,0,0.155269
"Validation|LLDeep_0034",0,0,0.117373,0,0,0,0.0752773,0,0.0712126,0,0.0017697,0.088077,8.23e-05,0,2.78e-05,0.0001221,0,0.0005492,2.35e-05,0,0,0,0,0.000417,0,0.0001518,0.0010806,0.0003195,6.8e-06,2.59e-05,0.0002695,0,0,0.0020266,0,0,8.17e-05,0.0025326,5.07e-05,0,0.0001696,0.0046047,0,8.87e-05,0,0,0,0,0,0,0,0,0,0,0.0001801,0.0012424,0.0008854,0,0,0,0,0,0,0,0,0,0.0009135,0,0,0,0,0,0.0001678,0.0332345,0.0041583,0.053396,0.0003913,0,0.0024404,0,0.001266,0,0,0,0,0,0.0224883,0.0113138,0.0068182,0.0187,0.0185306,0.0255645,0,0,0,0,6.04e-05,0,0,0,0.0004227,0,1.53e-05,0,0,0.0002119,0,0.0011033,0.000982,0.0003738,0,6.89e-05,0,0,0.0562585,0,0.13128,0.0001055,0.0048786,0.0948046,0,0.0252693,0,0,0,0,0,0,0,0.0823828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65e-05,0.0001623,0,0,0,0.0013544
"Validation|LLDeep_0037",0.0801531,0,0.228328,0,0.026615,0,0,0,0.152256,0,0.0023035,0.0099843,8.52e-05,0.0002079,0.0002015,0.0014257,0,0.0026698,0,0,0,0,0,0.0011165,0,0,0.0321662,0.0036815,3.11e-05,0.0014384,0.0021579,0,0.0003587,4.8e-06,6.63e-05,0,0,0,0.0011181,0.0008708,0.0005113,0.009638,0,0.0037893,0,0,0,0,0,0,0,0,0,0,0,0.0001013,0.0003157,0,0.0010602,0,0,0,0,0,0,0,9.37e-05,0,0,0,0,0,0.0006473,0.0354479,0.0005451,0.0160255,0.0051902,0,0.0006067,0,0.0012339,0,0,0,0,0,0.0094311,0.0043579,0.0076901,0.0042422,0.0086289,0.0462954,0,0,0,0,0.0032192,0,0,0,0.001484,0,4.99e-05,0.0017642,0,0.0008374,0.0003712,0.0009663,0.0004418,0.0022716,0.0001427,0.0077817,0,0,0.0224002,0,3.33e-05,0,0,0.0167567,0,0.106422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001165,0.0013174,0,0.0011876,0,0,0,0,0.0718383
"Validation|LLDeep_0039",2.9e-06,0,0.0005349,0,2.9e-06,0,0,0,0.0003146,0,0,0.0001238,0.011592,0.0412319,0.0019227,0,0,0,0,0,0,0.0054131,0,0,0,0,0,0,0,0.0001115,0.0012166,0,0,0,0,0,0,0,0.0030932,0,0,0.0031472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002133,0.0062709,0,0.0532067,0.0006567,0,0,0,0.0017986,0,0,0.0027407,0.002563,0,2.88e-05,0,0.0002656,0,0,0.0117312,0.0531866,0,0,0,0,0.0331417,0,0,0,0.0010061,0.0854102,0.0126878,0.121957,0,0.0372014,0.0047321,0.0777876,0,0,0,0.0002706,0.0104741,0,0,0,0.0079824,0,0.0005385,0,0,4.46e-05,0.0154255,0.0016729,0,0.0090893,0.0070525,0.0036112,0,0,0.0016232,0,0.000139,0,9.7e-06,0.219418,0,0.020912,0.0006053,2.85e-05,0,0,0,0,0,1.91e-05,0,0,0,0,0,0.0721027,0,0,0,0,0,0,0,0,0,5.63e-05,0,0.0149397,0.0003997,0,0,0,0
"Validation|LLDeep_0043",0.0047169,0,0.361701,0,0.0809292,0,1.48e-05,0.0004779,0.0286977,0,0.0017667,0.130733,0,7.63e-05,0.001737,0,0,1.02e-05,0,0,0,0,0.0001666,0,0,0,0.0004735,0,9.4e-06,0,8.44e-05,0,0,0.0003547,0,2.44e-05,0.0001504,0.0028897,0,0,0,0.0008385,0,0,0.0007887,0,0,0,0,0,0,0,0,0,5.47e-05,0.0031421,0.0074552,0,0.0251436,0,0,0,0,0,0,0,0.0004224,0,0,0,0,0,0,0.0162229,0.0017572,0.0227242,0,0,0.0002491,0,8.17e-05,0,0,0,0,0,0.0142886,0.0096731,0.0026492,0.0149681,0.0062214,0.0277069,0,0,0,0,0.0004967,0,0,0,8.7e-05,0,0,0.0053497,0,0,0.0001049,0.0017785,0.0030866,0.000594,0.0018321,0.0125054,0,0,0.0677251,0,4.69e-05,2.9e-06,0,0.0352941,0,0.028185,0,0,0,0,0,0,0,0.031556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020148
"Validation|LLDeep_0047",0.0258353,0,0.0767975,8.67e-05,0.0288675,0,0,0,0.202633,0,0,0.021648,0.0001631,0,0.0001975,0.0052946,0.0056383,0.0070844,0,0,0,0.0001631,0,0.0001481,0.0007925,0.0011318,0.0166728,0.0054401,0.0002238,0.0029446,0.0010653,0,0.0003085,0,0.0013684,0,0,0,0.0001404,0.0004073,0.0009364,0.0061957,0,0.0002356,0,0,0,0,0,0,0,0,0,0,4e-06,7.61e-05,0.0003685,0,0.0055546,0,0,0,0,0,0,0,0.0002921,0,0,0,0,0,0.0007189,0.0196269,0.0022062,0.131053,0,0,0.0002953,0,0.0114042,0,0,0,0,0,0.0160361,0.0098807,0.007437,0.0129644,0.0043427,0.0056214,0,0.0029825,0,0,0.0005435,0,0,0,3.57e-05,0,4.31e-05,0,0,0,0,0.0009723,0.0005602,0.0003191,0.0011187,0,0,0,0.0506361,0,0.049142,0,6.6e-05,0.0504008,0,0.0974538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81e-05,0,0.0007197,0.0009652,0,0,0,0.0631647
"Validation|LLDeep_0052",0,0,0.0119583,0.0010102,0.0256078,0,0.0256686,0,0.0384237,7.25e-05,0.0053963,0.0197843,0,0.004113,0.001821,0.0007734,0.0009677,5.91e-05,0.0078683,0,0,0,0.0034246,0.0005539,0,0.0007454,0.0151333,0.0053929,0.0004183,0.0001774,0.0016633,0,8.48e-05,0,0.0010305,0,0,0,0.0005734,0.0001397,0.0011485,0.0050535,0,0.0006292,0,0,0,0,0,0,0,0,0,0,0,0.0008368,0.0056139,0,0.0361975,0.0003672,0,0,0,0,0,0,0.0052357,0,0,0,0,0,0.0035823,0.0631629,0.0225498,0.0192863,0.0040831,0,1.03e-05,0,0.0029034,0,0,6.07e-05,0,0.0047672,0.0398225,0.0493248,0.0030903,0.0383388,0.0136909,0.038459,0,0.0022611,0,0,0.0008275,0,0,0,0.002129,0,0.0001104,0,0,0.0049221,1.02e-05,0.0330106,0,0.0038539,5.58e-05,0.0032552,0,0,0.095651,0,8.51e-05,0,0,0.148167,0,0.0697398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978755,0,0,0,0,1.02e-05,0,0,0,0,0,0,0.0003714,0.0001724,0,0,0,1.8e-06
"Validation|UMCG0333264",0,0,0.173768,0,0.0148215,0,0.0004208,0,0.0731087,0.0026644,1.9e-06,0.0421439,1.8e-05,0,0,0,0,3.6e-06,0,0,0,0,0,1.92e-05,0.001672,0,9.38e-05,0.01063,0,0,0,0,0,0,0,0.0001831,0.0005309,0,0,0,0,1.39e-05,0,0,1.68e-05,0,0,0,0,0,0,0,0,0,0,0.0008496,0.0034978,0,0,6.37e-05,0,0,0,0,0,0,0.0001952,2.43e-05,0,0,0,0,0,0.0100001,0.0037223,0.214591,0,0,0,0,0.0007715,0,0,0,0,0.0373983,0.0019754,0.0234824,0.0012889,0.019418,0.004007,0.0166257,0,0.0668423,8.59e-05,0,0.0003606,0,0,0,0.0003142,0,0,0,0,5.6e-06,5.57e-05,0.0001011,0,3.49e-05,0.0014215,0,0,0,0.0015936,0,0,0,0,0.0337393,0,0.0005481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004305,0,0,0,0,0,0,0.0001282,5.31e-05,0,0,0,0
"Validation|UMCG1180653",0,0,0.0277341,0,0.074875,0,0,0,0.0177804,0.0003612,0.0004414,0.120117,0,0,0,4.98e-05,0,0,0,0,0,0,0,0,0.0003819,0,0.0014411,0.0001215,0,0.0002917,0.0018398,0,0.0005259,0.0011597,0,0.000205,0.0012966,0.119563,0,0,0,0.0030823,0,1.71e-05,0,0,0,0,0,0,0,0,0,0,0,0.0033926,0.0020448,0,0,0.0003652,0,0,0,0,0,0,0.0002568,0,0,0,0,0,0.0037083,0.0173296,0.0006382,0.105104,0,0,0.0089446,0,0.0011236,0,0,0.0038071,0,0,0.0109371,0.0250494,0.0066483,0.0273084,0.0085105,0.0527963,0,0,0.0011896,0,0.0092107,0,0,0,0.0012085,0,0.0004007,0.011859,0,0.001714,0,0.0039637,0,0.0025633,0.0026417,0.0041249,0,0,0.102654,0.0006192,0,0,0,0,0,0.0786223,0,0,0,0,0,0,0,0.0629283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
