"","Methanobrevibacter_smithii","Rothia_mucilaginosa","Bifidobacterium_adolescentis","Bifidobacterium_animalis","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_catenulatum","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Adlercreutzia_equolifaciens","Collinsella_aerofaciens","Eggerthella_lenta","Eggerthella_unclassified","Gordonibacter_pamelaeae","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_faecis","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_massiliensis","Bacteroides_ovatus","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Bacteroidales_bacterium_ph8","Barnesiella_intestinihominis","Odoribacter_splanchnicus","Parabacteroides_distasonis","Parabacteroides_merdae","Parabacteroides_unclassified","Paraprevotella_clara","Paraprevotella_unclassified","Prevotella_copri","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_onderdonkii","Alistipes_putredinis","Alistipes_shahii","Alistipes_unclassified","Enterococcus_faecalis","Enterococcus_faecium","Lactobacillus_casei_paracasei","Lactobacillus_fermentum","Lactobacillus_gasseri","Lactobacillus_rhamnosus","Pediococcus_acidilactici","Pediococcus_unclassified","Leuconostoc_citreum","Lactococcus_lactis","Streptococcus_australis","Streptococcus_mutans","Streptococcus_parasanguinis","Streptococcus_salivarius","Streptococcus_sanguinis","Streptococcus_thermophilus","Streptococcus_vestibularis","Butyricicoccus_pullicaecorum","Clostridiaceae_bacterium_JC118","Clostridium_asparagiforme","Clostridium_bolteae","Clostridium_clostridioforme","Clostridium_hathewayi","Clostridium_leptum","Clostridium_nexile","Clostridium_perfringens","Clostridium_scindens","Clostridium_symbiosum","Clostridiales_bacterium_1_7_47FAA","Flavonifractor_plautii","Eubacterium_eligens","Eubacterium_hallii","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_siraeum","Eubacterium_sp_3_1_31","Eubacterium_ventriosum","Anaerostipes_caccae","Anaerostipes_hadrus","Anaerostipes_unclassified","Blautia_hansenii","Blautia_hydrogenotrophica","Blautia_producta","Ruminococcus_gnavus","Ruminococcus_obeum","Ruminococcus_torques","Coprococcus_catus","Coprococcus_comes","Dorea_formicigenerans","Dorea_longicatena","Dorea_unclassified","Lachnospiraceae_bacterium_1_1_57FAA","Lachnospiraceae_bacterium_1_4_56FAA","Lachnospiraceae_bacterium_2_1_58FAA","Lachnospiraceae_bacterium_3_1_46FAA","Lachnospiraceae_bacterium_3_1_57FAA_CT1","Lachnospiraceae_bacterium_4_1_37FAA","Lachnospiraceae_bacterium_5_1_57FAA","Lachnospiraceae_bacterium_5_1_63FAA","Lachnospiraceae_bacterium_6_1_63FAA","Lachnospiraceae_bacterium_7_1_58FAA","Lachnospiraceae_bacterium_8_1_57FAA","Lachnospiraceae_bacterium_9_1_43BFAA","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Roseburia_unclassified","Oscillibacter_sp_KLE_1745","Oscillibacter_unclassified","Clostridium_bartlettii","Peptostreptococcaceae_noname_unclassified","Anaerotruncus_colihominis","Anaerotruncus_unclassified","Faecalibacterium_prausnitzii","Ruminococcaceae_bacterium_D16","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_lactaris","Ruminococcus_sp_5_1_39BFAA","Subdoligranulum_sp_4_3_54A2FAA","Subdoligranulum_unclassified","Coprobacillus_unclassified","Clostridium_ramosum","Erysipelotrichaceae_bacterium_21_3","Erysipelotrichaceae_bacterium_2_2_44A","Erysipelotrichaceae_bacterium_3_1_53","Erysipelotrichaceae_bacterium_5_2_54FAA","Erysipelotrichaceae_bacterium_6_1_45","Eubacterium_biforme","Eubacterium_dolichum","Holdemania_filiformis","Holdemania_unclassified","Turicibacter_unclassified","Acidaminococcus_unclassified","Dialister_invisus","Megasphaera_micronuciformis","Megasphaera_unclassified","Veillonella_atypica","Veillonella_dispar","Veillonella_parvula","Veillonella_unclassified","Fusobacterium_nucleatum","Burkholderiales_bacterium_1_1_47","Parasutterella_excrementihominis","Sutterella_wadsworthensis","Bilophila_unclassified","Bilophila_wadsworthia","Citrobacter_unclassified","Escherichia_coli","Escherichia_unclassified","Klebsiella_pneumoniae","Klebsiella_unclassified","Haemophilus_parainfluenzae","Akkermansia_muciniphila"
"PRISM|8462",0,9.77e-05,2.96e-05,0,0,0,0,0.0007852,0.29967,0,0.025391,2.2e-05,0.0046996,0.0143241,0,0.0078105,0,0.0214081,0,0,0,0,0,0.0201572,0,0,0.0029848,9.83e-05,0.0019957,0,0,0,0,4.6e-06,0,0,0,0,0,0,0,0,0,0,0,5.93e-05,4.2e-06,0.0001232,1.16e-05,0,0,0,0.0002008,0.0006226,0.0012585,0.0031777,0.0139084,0.0532409,8.9e-06,0.0060015,0.0008634,0,0,5.3e-05,0.0006012,0.0047631,6.28e-05,0.0027497,0,0,7.35e-05,8.51e-05,4.15e-05,0.0006262,0,6.5e-06,0,0.0002712,0,0,0,0,0.0013673,0,0.0003664,0.0097308,0.0001985,0.0024424,0.002612,0.0702147,0,0.0254959,0.0024382,0.120573,0,0.0041868,0.0039821,0,0.0193273,0,0.0001897,0.001776,0.0037938,0.0001313,0.0004071,0,0.0001418,0.0006183,0.000129,0.0001214,0,0,0.0037858,4.28e-05,0.0007358,0,0,0.0451133,4.3e-06,0,0,0,0.0831277,0,0.004808,0.0014208,0.0003996,7.21e-05,3.45e-05,0,0,7.75e-05,0,0.000638,0.0001455,0,0,0.0507448,9.33e-05,0,0,1.1e-05,3.22e-05,0.0001708,0.0003487,0,0.0001404,5.47e-05,0.0018145,0,0,0,0.0009672,0.0009505,0,0,0.0002216,8.4e-05
"PRISM|8464",0,0,1.32e-05,0,0,0,0,0,0,0,0,0,0,0.014247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021085,0,0,0,0,0,0,0,0,7.41e-05,0.0005056,0.0004346,0.010015,0.0231714,0.0001925,0.0038418,0.0015831,0,0.0007316,0,0.0006448,0.0015249,0.0001675,0.0001618,0.0424185,0.0004804,0.0006315,0.0014178,5.58e-05,0.0005663,0,0.0010759,0,5.9e-06,0,0,0,0.0010531,0,0.0026225,0,0,0.0351559,0.657193,2.4e-05,0.0180792,0,0,0,0,0,0,0,0,0,0,0,0.0027679,0,0,0,0.0006513,0,0,0.0296096,0,0,0,6.73e-05,0.0144471,0,7.62e-05,0,0,0,0,0,0,0,0,0.0019169,0.0036327,0.0014808,0.013467,0,0,0,0,0,0,0,0,4.67e-05,0,0.0088028,0,0.000141,0.0004285,0.0006932,0.0001556,0.0181527,0.0006498,0,0,0,0,0,0,0.0031994,0.0009046,0,0,0.0013316,0
"PRISM|8466",0,0,5.93e-05,0,0,0,0,0,0.0651322,0,0.0008321,0.0395669,0.000303,0.0018225,1.15e-05,0.0003432,0,9.29e-05,1.9e-06,0,0.0106309,0.0103014,0,0.0110887,0.0367405,0.0093502,0.0515902,0.0632457,0.008351,0,0,0,0,0.0216922,0,0,0,0,0,0,0,0,0,0,5.3e-06,5.55e-05,0,0,3.74e-05,0,0,0,0,0.0015139,0.0001385,0,0.0004673,0.0021833,4.35e-05,0.0005582,4.66e-05,0,0.001949,0,0.0014159,0.0002637,0.0009656,0,1.2e-05,0,8.18e-05,0.0013093,5.57e-05,0.0004965,0,0.0112705,0,0.170863,0,0.0007477,0,0,0.0005756,0,5.31e-05,0.0030705,0,0.0024761,0.0012602,0.0155763,0,0,0,0,4.71e-05,0.0027852,0.0021198,0,0.002988,0.0006667,9.87e-05,8.71e-05,0.0002788,0.0007259,0.0003802,0,0.0007459,0,0.008834,0.0002613,0,0.0047008,0.0155144,0.0002387,0,0,0.0001106,0.016119,5.1e-06,0.0257773,0,0.0141158,0.0224812,0.0169895,0.131393,0,1.73e-05,0.0001802,1.38e-05,0,0.0001677,0.0001705,0,0,0.0009717,0,0,6.59e-05,0.0824565,0,0,0,0,4.18e-05,0.0001031,0,0.004035,0.0001474,0,0,0,0,0.0213837,0.0060948,0,0,2.24e-05,0.0498671
"PRISM|8467",0,0,0.0072943,0.0007892,0,0,0,0,0.0103515,0,0.0045902,0,0.0003314,0.0027599,0,4.7e-06,0,0.0842106,0.0751481,0,0,0,0,6.2e-06,0,0,0.0285271,0.0002551,0,0,0,0,0,0.0407618,0,0,0,0,0,0,0.0446165,0,0,0,0,3.77e-05,0,0,7.2e-06,0.0012647,0,0,0,3.48e-05,0,0,3.79e-05,0.0018773,0,0.0216964,5.98e-05,0,0.0003704,0.0004792,0.0004208,0.000128,0.0005287,0.0367,0,0,0,0.000475,5.85e-05,0.0004914,0.0829991,0.0140385,0,0.0644872,0,0,0,0,0.0014222,0,0,0,7.43e-05,0.0063384,0.0222947,0.005577,0,0.0036435,0.002127,0.0014405,0,0,0.0012883,0,0.0014335,0.0005917,0,0,0.0022731,0,0.0013474,0,0,0.0010214,0.0456319,0.0728481,0,0,0.0012781,0.000841,0,0.0003515,0.0001059,0.102807,0.000366,0.0001293,0,0.0021107,0.0082473,0,0.100067,4.31e-05,0,0.0002422,0,0,0,0,0,0,0.0011328,0,0,0.0001018,0.0782725,0,0,0,0,0.0002992,0.0003895,0,0.0001828,0.0005454,0,0,0,0,0.0004358,0.0003554,0,0,0.0003939,3.36e-05
"PRISM|8475",0,0,5.55e-05,0.0012961,0,0,0,0,0.0012403,0,0,0.001971,0,8.04e-05,0,0.0081658,0,7.48e-05,0,0,0,0,0,0.0102826,0.0702763,0.0034331,0.0091138,5.96e-05,0.0004847,0,0,0,0.0004268,0,0.0017738,0,0,0,0,0,0,0,0,0,0,4.93e-05,0,0,0.0135745,0.0003877,0.033836,0,0.0003853,0,0,0,0.0001579,0.0009055,0,0.0008318,0,0,0,0.0003558,0.0004293,0.0002674,0.0004586,0,0,0.0009112,0,0.0003579,4.67e-05,0.0001497,0,0.0037908,0.0026897,0.0149821,0,0,0.0018665,0,0.0015527,0,0,0,0,0.0071122,0.0016229,0.0051828,0.0004014,0.0052365,0.0097609,0.0131919,0,0.001282,0.0005052,0.0010046,0.0005927,0,0,9.5e-06,0.0018087,0,0.0001663,0,0.0001923,0.0011567,0.0387589,0.0072716,0,0,0.0032726,0.0001375,0,0,0,0.0670355,0,0,0,0.0038462,0.0123565,0,0.0029628,3.51e-05,0,0,0,0,0,0,0,0,0,0,0,0.0059067,0.0001281,0.0008064,0,0.010717,0.0001674,0.0227828,0.0299302,0,0,0,0,0,0,0,0.469312,0.0735119,0.001339,0,0,7.68e-05
"PRISM|8480",0,0,0.0004098,0,0,0,0,0,0.002365,0,0,0,0,0,0,0,0,0.030262,0,0,0,0,0,0,0.0369972,0,0.0076096,0.007165,0,0,0.0148867,0,0,0,0,0,0,0,0,0,0,0.0055872,0.0002251,0.0044713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016372,0.0160462,0,0,0,0,0,0,0,0
"PRISM|8483",0,0,0.0046246,0.0017088,0,0,6.06e-05,0,6.45e-05,0.0053788,0.0006683,0.0356453,0.0001149,0.0042966,0.0001067,3.25e-05,0,8.86e-05,0,0.0006105,0,0,0,0.0018835,0.0083925,1.14e-05,0.0027709,0.001207,0.0001374,0,0,0,0.0008891,0,0.0007368,0,0,0,2.22e-05,0.0008206,0.0032276,0.0076711,0,0,1.77e-05,7.4e-05,4.24e-05,0.0001118,3.63e-05,0,0,0,0.0069685,0.0007467,0.0001698,0,0.0013872,0.0112307,0.0001404,0.0205219,0,0,0,0.0024887,0.0073344,0.0073239,7.44e-05,0.0115927,0.0024081,0,0.0001372,0,0.0007154,0.0001057,0,0.0427431,0.022006,0.0002754,0,0,0,1.89e-05,0,0.0001218,0,0,3.97e-05,0.075678,0.0006749,0.0536687,0,0,0.0057795,1.16e-05,0,0,0.0016451,0.0004648,0.0018142,0,0.0022189,0.0004061,4.4e-06,0,0.0011541,0,2.66e-05,0.0020784,0.0008335,0,0,0,0.0019354,0,9.01e-05,0,0,8.65e-05,0,8.68e-05,0,0,0.0645715,0,0.0157643,0.0010372,0.0001705,0,1.77e-05,0,0,0.0007044,0,0,0,0,0,0.0588408,0.0001026,0,0.131703,3.97e-05,0,5.32e-05,0.000143,0,0.0002172,0.0001844,0,0.0041503,0,0.0003338,0.109633,0.0325893,9.45e-05,0,1.26e-05,5.41e-05
"PRISM|8485",0,0,4.08e-05,0,0,0,0,2.54e-05,0.0054905,0.0220188,0,0.0072998,1.16e-05,0.0005083,0,0.559183,4.4e-06,3.24e-05,0,0,0,0,0,0.0047639,1.38e-05,0.0013304,0.0047064,0.0106729,0,0,0,0,0.0088289,0.071658,0.0305256,0,0,0,0.000297,0,0,0.0239841,0,0,5.11e-05,2.4e-05,2.94e-05,0,1.2e-05,0,0,0,0,2.33e-05,0,0,0.0001001,0.000126,0,0.0001868,0,0.0003556,0,0,0.011144,0.0007124,0,0,0.0320293,0,0,0,0.0003734,0.0037452,0,2.9e-06,0,0.0003056,0,0,0,0,0,7.1e-06,0,0,0.0009743,0.0029237,4.52e-05,0.0668463,0,0,0,0,0,0,0.0044992,3.29e-05,0,0,4.21e-05,0,2.62e-05,2.03e-05,0,0,1.58e-05,0,0.0002979,0,0,0,0.0062949,0,0,0.0019786,0,0.0004935,0,1.72e-05,0,0,0,0,0.0255813,0.0001646,1.12e-05,0,0,0,0,0,0,0,0,0,0,0.0162199,0.0002321,0,0,2.89e-05,2.45e-05,0.0015007,0,0.0001731,0,0,0,0.0021742,0.0015838,0,0.0156787,0.0035103,0,0,0,6.31e-05
"PRISM|8496",0,0,5.72e-05,0,0,0,0,0,7.97e-05,0,0,0.0720354,0,0.0063552,0,2.7e-06,0,6.49e-05,0,0,0,0.008372,0,2.4e-06,0,0,1e-05,0.0108542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91e-05,0,0,4.4e-06,0,0,0,0.0017076,0,0,0.0004543,0.001093,0.0027028,0.0002133,0,0,0,0,0.0004039,0.0084622,0.0002041,1.72e-05,0.0006797,0.0003236,0,0.0230662,3.2e-06,9.17e-05,0.0011726,0.0033842,0,0.0339296,0.000339,0,0.132512,0,3.2e-05,0,0.0017652,0.0001524,0.0104229,0.0008335,0.0410639,0.0012837,0.0397661,0,0,0,0,0,0,0.0042023,0.0098183,0.0001255,0,0.0051783,0.001227,0.0406456,0.000736,0.0004942,0,0.0014405,0,0.0117298,0,0,0,0.0016205,0,0.0007105,0.0002131,0,0.0001705,0.0236059,0,0,0,0.402824,0,0.0528384,0.0031145,0,0,0,0,0,0,0,0.0008373,0,0.0001444,0,3.66e-05,0.0001134,0,0,0,0,3.9e-06,0.0001023,0,0,0,0,0,0,0,0.0282488,0.0041895,0,0,0,8.74e-05
"PRISM|8502",0,0,0.0004373,0.0122777,0,0,0,0.0461838,0,0,0,0,0,0.0132453,0,0,0,0,0,0,0,0,0,0.134793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406984,0.029098,0,0,0,0,0,0,0,0,0,0.0084878,0,0,0,0.0298017,0,0,0,0,0,0.001644,0,0,0,0,0,0.0023062,0,0.0082816,0,0,0,0.0003865,0,0,0,0.0057184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154686,0,0,0,0,0,0,0,0,0,0,0.0102744,0,0,0.0007092,0,0,0,0,0,0,0,0,0,0,0,0,0.0240123,0,0,0,0,0,0,0,0,0,0,0,0,0.0043061,0.0010887,0,0,0,0,0,0,0,0.543184,0.0574741,0,0,0.0025825,0
"PRISM|8503",0.04382,0,0,0,0,0.0003268,0,9.76e-05,0.039667,0,0.0035315,0.0280751,9.4e-05,0.0010206,0.0003183,0,0,0.0255786,0,0.0106236,0,0.0009197,0,0,0,0.0007837,0.0236635,0.0017115,0.0010778,0.0037783,0,0.0042894,0,0,0.0063191,0,0,0,0.0001988,0,0.0008846,0.0094328,0.0151449,0.0505642,7.33e-05,0.001271,0,0,0,0.0016773,0,0,0,0.0006014,0,0.0001757,0.0004592,0.0029397,3.44e-05,0.0089819,6.61e-05,0,0,6.8e-05,1.3e-05,0,0.000272,0.0066663,0.0022987,0,3.8e-06,0,0,3.33e-05,0.005444,0.0267443,0.0052848,0.0711675,0.0586581,0.0006647,0,0,0.0023602,0,0,0.0002944,0,0,0.0154336,0.0184567,0.0066707,0.0244468,0.0081178,0.0199157,0,0.0105064,0.0005642,0,0.0016801,0.0002272,0,0,0.0037638,0,0.0004935,0,0,0.0016207,7.1e-05,0.0001699,0.0020511,0,0.0055429,7.67e-05,0.0011792,0,0.0010642,0.0826273,9.68e-05,0.123595,0,0.008411,0.0474819,0,0.120197,0,0,0,0,8.58e-05,0,0.001075,0,0,0.0001293,0,0,0,0,0,0,0,0,0,0,0,0.0016862,0.0012393,0,0.0080568,0.0018093,0,0.0001109,0.0003016,0.0007967,0,0,0.0011982
"PRISM|8511",0,0,1.3e-05,0,0.0824459,0,0,0,0.189915,0.0065429,0,0,0.000356,0.035126,0.0018521,0,0,0,0,0,0,0,0,0,0,0,0,7.8e-06,0,0,0,0,0.0022556,0,0.002406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007023,7.4e-06,0.0002716,0.0005025,0.0002058,0.0014368,0.0001482,0,7.1e-06,0,0.0127762,2.72e-05,0.0004653,0,0.0055767,0,0.0020363,0.0006719,3.68e-05,0.0016986,0.0006417,0,0,8.6e-06,0,0.0106798,0,0.0001244,0,0.106762,0,0,0.005787,0.118964,2.5e-06,0.0718981,0,0,0,0,0,0.0079897,0,0.0004541,0.0031479,0,0.0001695,0.0133002,0,0,2.9e-05,0,0.0018887,0,0.0300568,0,0,0,0.0031299,0.0018437,0,0.0021953,0,0.0009745,0,0.175033,0,0,0,0,0.0318423,0.0133456,0.002194,0.0041638,0.0003665,0,0.0058447,0.0036772,0,0.0006194,0.0009151,0.0008091,1.96e-05,0,0.0093378,0,0,0,0,5.6e-05,3.3e-06,0,0,0,0,0,0,0,0.0051831,0.002242,0,0,0,0
"PRISM|8513",0,0,2.79e-05,0.0015678,0,0,0,0,6.5e-06,0,0,0,0.0003575,0.0062924,0,0,0.0250241,0.0299597,0.180024,0.0061987,0,0,0.0144141,0.0377108,0.0074362,0,0,1.92e-05,0.0005117,0,0,0.002414,0.0040981,0,0.012937,0,0,0,0,0.0019751,0.0034509,0.0099428,0.0115546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002696,0.0010989,0,5.47e-05,0,0,0,0.0001341,0.0004085,5.79e-05,1.48e-05,0.0200236,0,0,0.0001477,0,0.0001585,3.4e-05,2.1e-06,0.0162277,0.0019259,0.0019783,0.0413543,0.0002633,0.0025512,0,0.0005138,0,0,0,2.88e-05,0,0.0088874,0.0299725,0.0024773,0.0066564,0.0086642,0.0159408,0,0,0.0012045,0.0009553,0.0019921,0.0006185,0,7.81e-05,0.0068326,0,0.0004647,0,3.9e-06,0.0007887,0.0073367,0.003856,0.0052711,0.013487,0,0.0005353,0.0010249,0,0.0004335,0.0326382,0.00145,0.178546,0,0.0003564,0.0295655,0.0018712,0.0733018,4.53e-05,0,4.39e-05,7.01e-05,0.0003448,0.0019274,8.92e-05,0,0,4.26e-05,0.0002547,0.0001434,0,0.0708483,0,0,0,0,0,0.0002274,0,9.05e-05,0.0003662,0,0.0026945,0.0009147,0,0.0002263,0,0,2.3e-05,0.0001193,0.0027424
"PRISM|8515",0,0,0.139585,0,7.7e-06,9.71e-05,0,0,0.202752,0,0.0074325,0.302578,0.0063419,0.0213643,0.000673,0.0012517,0,0.0002897,0,0,0,0.0028954,0,0.0001202,2.78e-05,6.87e-05,0.0033427,0.0028354,0.0002735,0.0002937,0,0,2.39e-05,0.000646,0,0,0,7.08e-05,0,0,1.63e-05,0.004441,0,0,0,5.54e-05,0,0,0,0,0,0,0,0,0.0013819,0.0002927,0.0089145,0.0303789,0,1.15e-05,0.0008844,0,4.49e-05,0,5.47e-05,0,0,0.0553946,0,0,0,0.0005047,0,0.0001255,1.19e-05,4.47e-05,2.2e-05,0.0003491,0,9.1e-05,0,0,0.0022304,0,0,0.0327461,0.0008225,0.0005596,0.0002546,0.0018434,0.0028964,0.0399966,0.0006026,2.46e-05,0,6.07e-05,0.0002722,3.18e-05,0,0.0029772,0,5.02e-05,0.0005056,8.1e-06,0.0002004,0.0007342,0,0,0,0.0003503,0,0,0.0033483,0.000351,0.0100106,9.27e-05,0,0.004286,9.27e-05,0.0001511,0,0.0009202,0,0,0.0224944,0,0,7.69e-05,0.0001236,0.002361,0,0.0004231,0,0.0001231,8.93e-05,0,0,0,3.67e-05,0,0,0,0,0,0,0,0,0,0,0.0005011,0,0,0.0003755,0.0005742,0,0,0,9.54e-05
"PRISM|8523",0,0,0.0004911,1.98e-05,0.0056598,0,0,0,0.0167819,0,0,0,0,0,0.0024071,0,0,0.0001562,0,0,0,0,0,9.44e-05,0,0.187106,0,0.0544609,0,0,0,0,0,0,0,0,0,0.125082,0,0,0,0,0,0,0,0.0004376,0,0,0.0003694,0,0,0,0,0,0,0,0.0005888,0.0029705,0,0.0083287,0,0,0.0030139,0.0008867,0.0001491,0.004893,0.0052908,0.0042224,0.0414933,0,0,0.0274404,0.0003423,0.0029014,0,0.0005878,0,0.0018685,0,0.0870675,0,0,0.0004883,0,0,0,0.0008054,0.0335148,0.0001082,0.0031779,0,0,0,0,0.0004715,0.0002354,0,0,0.0038364,0,0,0.0027228,0.0008607,0,0.0001121,0,0.0002481,0,0,0,0.0012811,0,0.0018964,0.0003283,0,0,0,0.142079,0.0067249,0.0283373,0,0,0,0,0.0355175,0.0013196,0,7.24e-05,0,0,0,0,0,0,0,0.0047326,0,0.0005411,0.000751,0,0,0.0023949,0,0.0025105,0.0017896,0.0010692,0,0,0,0,0,0,0.0211401,0.006079,0,0,0.0019503,0.0004176
"PRISM|8534",0,0.0020701,1.91e-05,0,0,0,0,0.000823,2.15e-05,0,0,0,0,0,0,0,0,2.09e-05,0,0,0,7.32e-05,0,3.3e-06,0,0,0,5.91e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2e-06,0.0007772,0,1.57e-05,3.05e-05,0,0.0002059,0.0009048,0,0.008166,0,0.0032748,0.137814,0.142676,0.0011831,0.0205565,0.0005889,0,0,0,0,0.0007788,0,0,0,0.0002279,0,0,0,0,0,0,0,9.68e-05,0,0,0,0,0,0,0,0,0,0.0572795,0,0.0009103,0,0,0,0,0,0,0,0.0123713,0,0,0,0,0,0,0,0,0,0,0,0,1.74e-05,0,0,0,0.0027455,0,0,3.12e-05,0,0,0,0,0,0,3.01e-05,0,0,0,0,0,0,0,0,0,0,0,0,9.1e-06,3.13e-05,0,0,0.0102811,5.34e-05,0.0015983,0.0126946,0.0020155,0,0,0,0,0,0,5.77e-05,0.0001147,0,0,0.512798,2.32e-05
"PRISM|8537",0,0,0,0,0,0,0,0,0.0155192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002454,0,0,1.08e-05,4.01e-05,1.76e-05,0,0,0,0,0,0,0,0,3.22e-05,0,0,0,0,0,0,0.0001666,0,0,0,0,0,0,0,0,0.0003751,0.0001694,0,0.0003652,0.0023513,2.61e-05,0.0037042,0.000302,0,0,0,0.0010834,0.0038848,0,0,0,0,0,0,7.33e-05,6.01e-05,0,0,0,3.71e-05,0,0,0,0.0018885,0,0.160776,3.82e-05,0,0.0140945,0.17685,8.84e-05,0.0052756,0,0,0,0,0.0001432,0.0008595,0,1.09e-05,0,0,8e-06,0,0,0,0,0,0.0036778,0,4.94e-05,0,5.78e-05,0,0,0.0005871,0.0003764,0,0,0.0001183,0,0,0,0,0,0,9.57e-05,0.0079344,0.0044669,0.0025208,3.32e-05,0,0,0,0,0,0,0,0,0.0012463,0.0657263,0,0,0,0,0.0014275,0.0062201,0,0,0,0,0.0022182,8.6e-06,0,0.0571485,0.0053151,0.0006516,0,0,0.40765
"PRISM|8550",0,0,4.58e-05,0,0,0,0,0,7.6e-06,0,0,0,0,0.0009273,0,0,0,3.12e-05,0,0,0,0,0,0,0,0,0,0.000276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276503,0,0,1.88e-05,0,0,0,0.0011228,0,0,0,0,0,0,0,0,0,0,0.0320816,0.0040467,0.108575,0.350238,0,0.0601926,0,0,0.144049,0.0047249,0,0.031646,0,0,0.0005358,0,0,0,0,0,0.0002449,0.0001297,0,0.0060596,0.0001436,0.0002494,0.0016146,0,0,0,0,0.000443,0,0,0,0,0,0,0,0,0.0037957,0.0048287,0,0,0,0,0,0,0,0,0.0132699,0,0,0,8.18e-05,0,0,0,0,0,0,0.0004978,0.0826729,0.021454,0.0023104,0.0073096,0,0,0.0005806,0,0,0,0,0,0.0001055,0.0001741,0,0,0,0,0,0.00038,0,0,0,0,0,0,0.0083971,0.0005063,0.001601,0,0.0002445,0.001524,9.19e-05
"PRISM|8564",0,0,8.73e-05,0.0003917,0,0.0516552,0,0,0.149577,0,0,0,0.0058221,0.0164451,0,0,0,0.0001419,0,0,0,0.0007513,0,0.0035585,0.0224241,0.0010776,0.0069768,0.004304,0.0007018,0,0,0,0.0127668,0.0719178,0,0,0,0,0,0,0.0007791,0.0171855,0,0,7.79e-05,5.72e-05,0,0,1.52e-05,0,0.0026209,0,0,0.0006709,0.0036994,0,0.0035713,0.023971,0.0001448,0.0242515,0.0011507,0,0,0.0027324,5.95e-05,0.0091094,0.0002348,0.0249676,0,0,0,0.0035416,0.0018629,0.0044588,0,0,0,0.0003688,0,0.0019212,0,0,0.0172386,0,0.0098958,0,0.0012835,0.0806542,0.0142701,0.100866,0,0,0,0,0,0,0.0049091,0.000291,0.0005609,0,0.0002905,0,0.0092674,0.0007405,1.86e-05,0,0.0040746,0,1.82e-05,0,0.0003446,0,0.0082222,0.0102954,0,0,0,0.0275366,0.0574751,0,0,0,0.0478718,0,0.0256106,0.0059589,0,0,0,3.62e-05,0.006929,0.0198242,0,0,0,0,0,8.1e-05,0.0441818,0,0,2.78e-05,0,4.6e-06,0.0001626,0,0,0,0,0,0,0,0.0076311,0.0008042,0,0,2.32e-05,0.0001091
